,<built-in function id>,hits
7089,40547,0.0
7090,40548,0.0
7091,40549,0.0
7092,40550,0.0
7093,40551,1.0
7094,40552,0.0
7095,40553,0.0
7096,40554,0.0
7097,40555,1.0
7098,40556,0.0
7099,40557,0.0
7100,40558,1.0
7101,40559,0.0
7102,40560,0.0
7103,40561,0.0
7104,40562,0.0
7105,40563,0.0
7106,40564,0.0
7107,40565,0.0
7108,40566,0.0
7109,40567,0.0
7110,40568,0.0
7111,40569,0.0
7112,40570,0.0
7113,40571,1.0
7114,40572,0.0
7115,40573,0.0
7116,40574,1.0
7117,40575,0.0
7118,40576,0.0
7119,40577,1.0
7120,40578,0.0
7121,40579,0.0
7122,40580,0.0
7123,40581,0.0
7124,40582,0.0
7125,40583,0.0
7126,40584,1.0
7127,40585,0.0
7128,40586,1.0
7129,40587,0.0
7130,40588,0.0
7131,40589,0.0
7132,40590,1.0
7133,40591,1.0
7134,40592,0.0
7135,40593,0.0
7136,40594,0.0
7137,40595,0.0
7138,40596,1.0
7139,40597,1.0
7140,40598,0.0
7141,40599,0.0
7142,40600,0.0
7143,40601,0.0
7144,40602,0.0
7145,40603,1.0
7146,40604,1.0
7147,40605,0.0
7148,40606,0.0
7149,40607,0.0
7150,40608,0.0
7151,40609,0.0
7152,40610,0.0
7153,40611,0.0
7154,40612,1.0
7155,40613,1.0
7156,40614,0.0
7157,40615,0.0
7158,40616,0.0
7159,40617,0.0
7160,40618,0.0
7161,40619,1.0
7162,40620,0.0
7163,40621,1.0
7164,40622,0.0
7165,40623,0.0
7166,40624,1.0
7167,40625,0.0
7168,40626,0.0
7169,40627,0.0
7170,40628,0.0
7171,40629,0.0
7172,40630,0.0
7173,40631,0.0
7174,40632,0.0
7175,40633,0.0
7176,40634,0.0
7177,40635,1.0
7178,40636,0.0
7179,40637,0.0
7180,40638,0.0
7181,40639,1.0
7182,40640,0.0
7183,40641,0.0
7184,40642,0.0
7185,40643,0.0
7186,40644,0.0
7187,40645,0.0
7188,40646,0.0
7189,40647,0.0
7190,40648,1.0
7191,40649,0.0
7192,40650,0.0
7193,40651,1.0
7194,40652,0.0
7195,40653,1.0
7196,40654,0.0
7197,40655,0.0
7198,40656,0.0
7199,40657,0.0
7200,40658,1.0
7201,40659,0.0
7202,40660,1.0
7203,40661,0.0
7204,40662,0.0
7205,40663,1.0
7206,40664,1.0
7207,40665,1.0
7208,40666,0.0
7209,40667,0.0
7210,40668,1.0
7211,40669,0.0
7212,40670,1.0
7213,40671,0.0
7214,40672,0.0
7215,40673,1.0
7216,40674,0.0
7217,40675,0.0
7218,40676,1.0
7219,40677,0.0
7220,40678,0.0
7221,40679,0.0
7222,40680,0.0
7223,40681,1.0
7224,40682,0.0
7225,40683,0.0
7226,40684,0.0
7227,40685,0.0
7228,40686,0.0
7229,40687,0.0
7230,40688,0.0
7231,40689,0.0
7232,40690,1.0
7233,40691,0.0
7234,40692,0.0
7235,40693,0.0
7236,40694,0.0
7237,40695,0.0
7238,40696,0.0
7239,40697,1.0
7240,40698,0.0
7241,40699,1.0
7242,40700,0.0
7243,40701,0.0
7244,40702,0.0
7245,40703,0.0
7246,40704,1.0
7247,40705,0.0
7248,40706,1.0
7249,40707,0.0
7250,40708,0.0
7251,40709,0.0
7252,40710,0.0
7253,40711,1.0
7254,40712,0.0
7255,40713,1.0
7256,40714,1.0
7257,40715,0.0
7258,40716,0.0
7259,40717,0.0
7260,40718,0.0
7261,40719,0.0
7262,40720,0.0
7263,40721,0.0
7264,40722,1.0
7265,40723,1.0
7266,40724,0.0
7267,40725,0.0
7268,40726,1.0
7269,40727,0.0
7270,40728,0.0
7271,40729,0.0
7272,40730,0.0
7273,40731,1.0
7274,40732,0.0
7275,40733,1.0
7276,40734,0.0
7277,40735,0.0
7278,40736,0.0
7279,40737,1.0
7280,40738,1.0
7281,40739,0.0
7282,40740,0.0
7283,40741,1.0
7284,40742,0.0
7285,40743,0.0
7286,40744,0.0
7287,40745,0.0
7288,40746,0.0
7289,40747,0.0
7290,40748,0.0
7291,40749,0.0
7292,40750,0.0
7293,40751,0.0
7294,40752,0.0
7295,40753,0.0
7296,40754,0.0
7297,40755,0.0
7298,40756,1.0
7299,40757,0.0
7300,40758,0.0
7301,40759,1.0
7302,40760,0.0
7303,40761,0.0
7304,40762,0.0
7305,40763,0.0
7306,40764,0.0
7307,40765,0.0
7308,40766,0.0
7309,40767,0.0
7310,40768,1.0
7311,40769,0.0
7312,40770,1.0
7313,40771,0.0
7314,40772,0.0
7315,40773,0.0
7316,40774,1.0
7317,40775,1.0
7318,40776,1.0
7319,40777,0.0
7320,40778,1.0
7321,40779,1.0
7322,40780,0.0
7323,40781,1.0
7324,40782,0.0
7325,40783,0.0
7326,40784,1.0
7327,40785,0.0
7328,40786,0.0
7329,40787,0.0
7330,40788,0.0
7331,40789,0.0
7332,40790,0.0
7333,40791,0.0
7334,40792,1.0
7335,40793,0.0
7336,40794,0.0
7337,40795,0.0
7338,40796,1.0
7339,40797,0.0
7340,40798,0.0
7341,40799,1.0
7342,40800,0.0
7343,40801,1.0
7344,40802,0.0
7345,40803,0.0
7346,40804,0.0
7347,40805,0.0
7348,40806,0.0
7349,40807,0.0
7350,40808,0.0
7351,40809,0.0
7352,40810,1.0
7353,40811,1.0
7354,40812,0.0
7355,40813,1.0
7356,40814,0.0
7357,40815,0.0
7358,40816,0.0
7359,40817,1.0
7360,40818,1.0
7361,40819,0.0
7362,40820,0.0
7363,40821,0.0
7364,40822,0.0
7365,40823,0.0
7366,40824,1.0
7367,40825,0.0
7368,40826,1.0
7369,40827,0.0
7370,40828,0.0
7371,40829,0.0
7372,40830,0.0
7373,40831,0.0
7374,40832,0.0
7375,40833,0.0
7376,40834,0.0
7377,40835,1.0
7378,40836,0.0
7379,40837,1.0
7380,40838,0.0
7381,40839,1.0
7382,40840,1.0
7383,40841,0.0
7384,40842,1.0
7385,40843,0.0
7386,40844,0.0
7387,40845,0.0
7388,40846,0.0
7389,40847,0.0
7390,40848,0.0
7391,40849,0.0
7392,40850,1.0
7393,40851,0.0
7394,40852,0.0
7395,40853,0.0
7396,40854,0.0
7397,40855,0.0
7398,40856,0.0
7399,40857,0.0
7400,40858,0.0
7401,40859,0.0
7402,40860,0.0
7403,40861,0.0
7404,40862,1.0
7405,40863,0.0
7406,40864,0.0
7407,40865,0.0
7408,40866,0.0
7409,40867,1.0
7410,40868,0.0
7411,40869,0.0
7412,40870,0.0
7413,40871,0.0
7414,40872,0.0
7415,40873,1.0
7416,40874,1.0
7417,40875,1.0
7418,40876,0.0
7419,40877,0.0
7420,40878,0.0
7421,40879,0.0
7422,40880,1.0
7423,40881,0.0
7424,40882,1.0
7425,40883,1.0
7426,40884,1.0
7427,40885,1.0
7428,40886,0.0
